Cuisine,NumberOfReviews,Rating,RestaurantID,bestAnswer,score
Spanish,335,3.5,SyBFnqsPEge00N0_bHs2fQ,0,1.86E-01
Spanish,1,4,HQvoYl8ARul4clhmlg6sXA,0,2.72E-01
Spanish,13,3,e1701VvvJIr-SC-b6KGo7g,0,1.74E-03
Spanish,521,4,arjGljFEF5MQ9W2Q_GGCgg,0,4.31E-01
Spanish,76,4,UYHlResz9YaunMnWU6XaPQ,0,2.72E-01
Spanish,75,4,PjISf4rkN5UO-lHLmrdZjQ,0,2.72E-01
Spanish,751,4,tW8a8-MX_lVoshmKRLUuHQ,0,3.51E-01
Spanish,184,4,eoz2NahxyivVRs8Ll9Ljjg,0,2.72E-01
Spanish,46,3.5,h1PbZq4nIk11mh0Qm210Zw,0,2.72E-01
Spanish,83,3,BtavV48VjSbItY2x6FcYJQ,0,1.74E-03
Spanish,47,3.5,tBPbg9RuXPOPbdxyGitZbw,0,2.72E-01
Spanish,43,4,0qDyDGsZDGZ-34LuAJFQGA,0,2.72E-01
Spanish,190,3.5,penftLPo6kx6qCtbsuyLog,0,2.72E-01
Spanish,453,3.5,Uut2fBy53XdIgx1rLWdQeg,0,3.35E-01
Spanish,18,4.5,FPGPTHWf5wXDsTJeMTqhGA,1,9.98E-01
Spanish,12,2,wcxXuWG97E7y8XKC1cx6iw,0,4.65E-02
Spanish,72,3.5,sjk8adZeERQnD5yK5laJJw,0,2.72E-01
Spanish,65,5,lqnI_jISnH7RZWlPtKkViQ,0,2.72E-01
Spanish,3,3.5,sRJPc3snzEkZ9EGO8uN3Xw,0,2.72E-01
Spanish,46,4,36NGJ_vn81vgdSi15WyHKQ,0,2.72E-01
Spanish,217,3.5,p0zj5z71v_LJE-dV1ZGbcg,0,2.72E-01
Spanish,223,3.5,4fKYXE90bvuAyY_DvC2LOg,0,2.72E-01
Spanish,14,4,BOTUl0eXbN3lE8zr712a1Q,0,2.72E-01
Spanish,267,3.5,VISwpz_sdcgN04k1SuC0yw,0,2.29E-01
Spanish,175,4,be7zagjfrCYN9EQ5ijld5w,0,2.72E-01
Spanish,37,4,tTOVOkgXehSp4fhzGFbpsA,0,2.72E-01
Spanish,38,3.5,hlQWGwlAu_b5BAXMF7Ihbw,0,2.72E-01
Spanish,263,4.5,aJqjC4uAo6vhOpsVNCiMDA,1,9.97E-01
Spanish,142,4,31XD1NbLOoZ-cclsfdf97Q,0,2.72E-01
Spanish,155,4.5,HbCyzokiA19bEWUp6mga_g,1,9.98E-01
Spanish,106,3,9x_PxjO25TNHsQFe2XSXtA,0,1.74E-03
Spanish,109,4,G65jVYSAYE-74TCcnU2n8A,0,2.72E-01
Spanish,149,4.5,6o0ik4agLEB0mlDlkPVprA,1,9.98E-01
Spanish,184,4,jmLuDeuW89jC1tERmq2bhg,0,2.72E-01
Spanish,50,3.5,1sQ3iVEs3O7uqUVhyrirUA,0,2.72E-01
Spanish,321,3.5,mOoZZa6WIsgihc_TqyQcXw,0,2.83E-01
Spanish,40,3.5,XZHE7vGtB_bSS7-Ha9nIpQ,0,2.72E-01
Spanish,624,3.5,X2mfQ5SOE5eMuUzPrI_pwA,0,4.54E-01
Spanish,38,3.5,RMbj2p1uwuL51CRZrEeYYA,0,2.72E-01
Spanish,122,3.5,J6EsXebZbacSOoIjpQRocQ,0,2.72E-01
Spanish,22,4,3koQihtL0aIYzjJweMLDnw,0,2.72E-01
Spanish,144,4,0SqFgkdmfNWj9iUQgfghEA,0,2.72E-01
Spanish,23,3.5,ciJa_WsJTzeWunfRbs5vfA,0,2.72E-01
Spanish,8,5,faArSCx1j_7skPr6RQbpIw,0,2.72E-01
Spanish,30,4.5,sNeefaiRztDQ10B4QzUi3g,1,9.98E-01
Spanish,4,3,ETk3_Es7T4CYtFfFbQFmZw,0,1.74E-03
Spanish,1882,4,96svxj2NIOrba2fBMZAqOQ,0,3.90E-01
Spanish,100,4,k4ds_s6y8S46WzVIolypLQ,0,2.72E-01
Spanish,50,3,JamSV3KHacnssRP5IfUD1w,0,1.74E-03
Spanish,24,3,n6nxNv-jZNEPJq4cEiul2A,0,1.74E-03
Spanish,58,4,pEyFR7rZDjOuOY3HkV57-A,0,2.72E-01
Spanish,57,4,oRoXd9qWF0muVu_ht6yr-g,0,2.72E-01
Spanish,22,4.5,mOUsnTTJQb8ByBxIo51CeQ,1,9.98E-01
Spanish,181,4,G6mFQxCCmpoHGlGNz4T2Ug,0,2.72E-01
Spanish,92,4,n9tnmfpCYjO5jsBY2x8ghg,0,2.72E-01
Spanish,97,4,uqnJ8VHEudhb0t84_R9fvw,0,2.72E-01
Spanish,284,3.5,4IE9hPuy5QIWVdaETUEG_Q,0,2.29E-01
Spanish,110,4,TTGqDbPlAltW77Jr6JDeQQ,0,2.72E-01
Spanish,28,3,IiEk3sTeVc-1xYaKztz2Uw,0,1.74E-03
Spanish,406,4,UKDOoYu_g1HYBvs5TpdG6w,0,2.97E-01
Spanish,55,4,NUmMCPWyrQAfTJEW-KGHkg,0,2.72E-01
Spanish,40,4,Um7YmWmIas5Z9upab0kG4w,0,2.72E-01
Spanish,103,3.5,IWYjJnnKWoKsEEe7-991-A,0,2.72E-01
Spanish,299,4,JpUmsVDjA0zjygYcoskq2Q,0,2.96E-01
Spanish,15,5,wUet3lZU0mZ4-hVb9QKgjg,0,2.72E-01
Spanish,101,4.5,47_jHPl3p4-OYGCVLy2ZIA,1,9.98E-01
Spanish,750,4,gEEqoeSekTOjRVmyY4fplA,0,3.51E-01
Spanish,188,4,fp8X7ERa-0Ot_QD36I4ghw,0,2.72E-01
Spanish,13,4,#NAME?,0,2.72E-01
Spanish,133,4.5,BEnhDZrulF_-2Fl-nleWag,1,9.98E-01
Spanish,432,4,8Si3qLOfN70ixYPhoDYr3w,0,3.82E-01
Spanish,318,4,iBPQRnM_TMQX6tYdjCbCXA,0,2.83E-01
Spanish,800,3.5,2IHGMQVQ7zmb89WyiiH1AQ,0,2.17E-01
Spanish,35,4,JUP-LPfEl0roybngtY-4lg,0,2.72E-01
Spanish,71,4.5,o_KYjDny8D1_PXPNS9r5_A,1,9.98E-01
Spanish,81,4,B4pHSgWZY7dyX_YVRQcQLQ,0,2.72E-01
Spanish,35,4,B73kcWdUixrovBU2JXjoZA,0,2.72E-01
Spanish,55,4.5,DjLxykRuP8OFtGtPPZpfdQ,1,9.98E-01
Spanish,226,4,Sq_rG-TCyxnajp6jae89SA,0,2.72E-01
Spanish,413,4,bVoMSENCVORvxeEVwkh7AA,0,3.21E-01
Spanish,2363,4,Hh9glEE_xDYT_pPUsRPXlA,0,3.29E-01
Spanish,674,3.5,wTCR-EUTLX4UoPUPdxWVJg,0,3.52E-01
Spanish,10,4.5,zlZ64IpM7L8_-FN6E8OrjQ,1,9.98E-01
Spanish,445,4,qMHzIYzoHYe55I7L65iEQw,0,3.37E-01
Spanish,114,4.5,Y8Fj6nhoWrMuPR1rlzfZXw,1,9.98E-01
Spanish,37,4.5,gW3KOWa75fYsy8j2b0jkmQ,1,9.98E-01
Spanish,199,3.5,yJbUy3tzkL46BtrH0Ff0Tw,0,2.72E-01
Spanish,54,5,zR4kawniWM6BceKJfEoSAQ,0,2.72E-01
Spanish,674,4,hDgpiXE5_d4Is1sJ5kUBQg,0,3.52E-01
Spanish,43,4.5,v9v72t3Q37HaaFPNu7_vxA,1,9.98E-01
Spanish,343,3.5,5qaf_dwsqXo2ne9SkLyDhQ,0,1.86E-01
Spanish,177,4,yjAhpQ8eNM9X8FdAPXTiTA,0,2.72E-01
Spanish,197,4,zjglOaCY8xQu3s2eKnLFzw,0,2.72E-01
Spanish,34,4,dqJsAPlCaS1105HC1lWRyQ,0,2.72E-01
Spanish,159,4.5,E5rmVdrCn-0uwD2M9nkXdw,1,9.98E-01
Spanish,11,4.5,oXyPSK-GWPNv4W5ARFchMg,1,9.98E-01
Spanish,1281,4,srhEv1OqoK9W5JRdiMWDyw,0,3.66E-01
Spanish,147,4,kNSM5GN0AFmN06l_9Vyjgw,0,2.72E-01
Spanish,309,3.5,8KH_gonWVbrqkPgSVD1fpQ,0,2.83E-01
Spanish,1,2,MRFexct4AaQakd2OVuj6hA,0,4.65E-02
Spanish,53,4.5,Zjs9BS1R-BB1L4P_TRF46g,1,9.98E-01
Spanish,87,4,08TuPi2yK7tC6TeeIO-5Hg,0,2.72E-01
Spanish,36,4,P7RpZRG_pHokXA1D29u8wg,0,2.72E-01
Spanish,72,3.5,P24zWPRDFCWo-IE-SvdIdQ,0,2.72E-01
Spanish,51,3,m77JIwHI2izkARrQUehKKA,0,1.74E-03
Spanish,66,4.5,#NAME?,1,9.98E-01
Spanish,144,3.5,LOqo5ftcUbWm4Xn-KgqhnQ,0,2.72E-01
Spanish,177,4,_ZbDZKrG5bE10hMUk3vnRQ,0,2.72E-01
Spanish,247,4,ED2I3t5rOf81cddCsLA4tw,0,2.72E-01
Spanish,2,3,5jLva_lspl1DbcjbuNzvQA,0,1.74E-03
Spanish,10,4,uY4yQ3lTQr1-NDkCEgvC1A,0,2.72E-01
Spanish,47,3.5,W_pQorY2cELJAEHjK5q_tQ,0,2.72E-01
Spanish,495,4,#NAME?,0,3.90E-01
Spanish,39,4,L3FHg9JUo8j4nufA80C6tA,0,2.72E-01
Spanish,22,4.5,bfINnLLGe9sIe8rdbkZkUw,1,9.98E-01
Spanish,159,4,uVfOB37NyYEGRs5FITM-nQ,0,2.72E-01
Spanish,216,4,3km5RrRp0sr0axrcL_lb-w,0,2.72E-01
Spanish,76,4,1lFzpfKYgzm6OYbZYHIzoQ,0,2.72E-01
Spanish,90,4.5,l2b6HJGarUxoeLnM9syTmg,1,9.98E-01
Spanish,34,4,LXsufIiUK69ZPjS7gId-cg,0,2.72E-01
Spanish,11,3.5,a9u5bv3PvRLfsIcELLiYIA,0,2.72E-01
Spanish,27,4,myZKkxpA6i23KtGHXClmwQ,0,2.72E-01
Spanish,175,3.5,vzAZ0wX0eY4EDh4CSly3Dg,0,2.72E-01
Spanish,42,4,UpCHmvRNZWHaLsf6PHdDug,0,2.72E-01
Spanish,412,4,76B7-T4f1EdsQsoI0NM9Wg,0,3.21E-01
Spanish,155,4,e_2o3neKJ5vwDXKd70XLBg,0,2.72E-01
Spanish,14,3.5,yrrAP53OfpOTcWmkzJhBBw,0,2.72E-01
Spanish,207,4,U1rA6SLeS_jMwqm1Vo0yaQ,0,2.72E-01
Spanish,267,4.5,I3wIxlUbLXwnq70_rwQruA,1,9.97E-01
Spanish,356,4,0ALbdMnTBX0vkSPLzIDMlw,0,1.86E-01
Spanish,35,4.5,Vd7BOoV2q7qBCNzfGSRf_w,1,9.98E-01
Spanish,210,3.5,qFtwAqz_hQFrXYKHOXfVNg,0,2.72E-01
Spanish,275,4,azOGJ8gBsP4RF2zOJTSwDg,0,2.29E-01
Spanish,332,4,bL_SxpTTk8Y25mRFmhap6w,0,1.86E-01
Spanish,47,3.5,6yxGYGMK0gyeFDzrGZSF2w,0,2.72E-01
Spanish,251,3.5,CLYgWtV0g0t96I2PMysfrA,0,2.72E-01
Spanish,16,4.5,X90sgtmcR-FdUndlbA3EyQ,1,9.98E-01
Spanish,20,4,9PEO2Cr7Yo3bqHj23QdA2g,0,2.72E-01
Spanish,26,4,ZXXSmNCWr9uBo2NuH6tTbA,0,2.72E-01
Spanish,453,4,q6FcRtW3ZoQ-hynSCSa8Ig,0,3.35E-01
Spanish,108,3.5,lmiwPS9tl3cyMDGDeVstqQ,0,2.72E-01
Spanish,1972,4,OAqsZMbjv66nOMqlimnYuQ,0,3.90E-01
Spanish,15,4,4C9uO4dRUFW-QPLDfIqibA,0,2.72E-01
Spanish,101,3,Fj9ZANHw4gVd1W7UljnTFw,0,1.74E-03
Spanish,325,3.5,qBUaXlExzI85xpykKw8e6A,0,2.75E-01
Spanish,99,4,5wMhIUdl9d3WJZpIW8dxDQ,0,2.72E-01
Spanish,200,4.5,Z6te3r2X6EoB1HXF4XmctQ,1,9.98E-01
Spanish,136,3.5,2qXRHP_Z7_PbG0WCAStzVg,0,2.72E-01
Spanish,158,4.5,6CaGhpvNWMazJZL1v_JkCA,1,9.98E-01
Spanish,14,4.5,PnuHBmeuUH-BhnqNS39QJw,1,9.98E-01
Spanish,160,4,2uVut84nu_1J1iXRoXRMiQ,0,2.72E-01
Spanish,602,4,hw8ziubXsFocun6KR04VVg,0,3.69E-01
Spanish,321,4,fjGTnLTvt64N8sk0_MZcGA,0,2.83E-01
Spanish,21,4,5QTvF4tHAwViCRScDlSrEw,0,2.72E-01
Spanish,40,4.5,xDes9swfd7OUV9kh-cLmsQ,1,9.98E-01
Spanish,371,4,P8PGGzxZeMm6Na5gYqvudw,0,1.86E-01
Spanish,20,3.5,RosZiNt23_DNk-8qXiC4Tg,0,2.72E-01
Spanish,23,4,DsUkklUsDvNPa2naRqcz3w,0,2.72E-01
Spanish,354,4,qpkFmGyvbZv-g2fbwyNQUg,0,1.86E-01
Spanish,708,4,twHJyFgUSd7wzioKQjE7Jw,0,3.51E-01
Spanish,438,4,sQ7ENDHnfF9dIHhYrI8oHw,0,4.19E-01
Spanish,87,4.5,pEJ5Zw3ogzbCpWAa6buJjg,1,9.98E-01
Spanish,2,4.5,SYQbTKjuKc0YRDBgHfydJQ,1,9.98E-01
Spanish,196,4,24p-MWh8_jZWLZnR9X2NgQ,0,2.72E-01
Spanish,233,4.5,I1AqEw-O6spamgtJLNPjBg,1,9.98E-01
Spanish,171,3.5,McJlk6ywvzcolSd0YElROQ,0,2.72E-01
Spanish,80,3,1Cqn-ISALp1zTcb8Y4W14g,0,1.74E-03
Spanish,145,4,8knc30wyUEQzwdqG0C8m4Q,0,2.72E-01
Spanish,4,4.5,4IQh44QquZgbSD-bLYnfeA,1,9.98E-01
Spanish,364,4,zg9Jrtx9rqTXeaqufSOxHQ,0,1.86E-01
Spanish,87,3.5,jtFkc3mJBCtjUzR8sS6E3Q,0,2.72E-01
Spanish,386,3.5,hV5JjlaSFrXezfZLHSaWeQ,0,2.66E-01
Spanish,1,4,4xDe1yQvZMZ09bEBzH8AJg,0,2.72E-01
Spanish,24,4,acOXnzN2jRvwMecC2JYyAQ,0,2.72E-01
Spanish,31,4,6Bp2kHo6bY9wzFDQrHIA6Q,0,2.72E-01
Spanish,17,4.5,IjQfRNt5Xp4AQEyEJfJ46Q,1,9.98E-01
Spanish,85,3.5,a5enx8VGA-MDRIkCYOqY0A,0,2.72E-01
Spanish,23,3.5,Qqfnci5KEBIHJKzb_Ntxzw,0,2.72E-01
Spanish,105,3.5,Ks_oErah1mfkGEDij9lMhQ,0,2.72E-01
Spanish,7,4.5,ogZznMF4Rv-10Ob6gDagUw,1,9.98E-01
Spanish,248,4,rI2AEfnQVvnFoWn2De96Qg,0,2.72E-01
Spanish,2,3.5,AZXFB9GbuztHtq4E223cag,0,2.72E-01
Spanish,7,3.5,F0R85lX83MSfvgsJ3sXI4g,0,2.72E-01
Spanish,511,3.5,EHUNrnIgnhwTnpOm3gEESg,0,3.54E-01
Spanish,3,2.5,2cEDaW2j_oLGRm7adc6cJA,0,4.65E-02
Spanish,2,5,nhi9FmOZvn9I9pV7CFIBUA,0,2.72E-01
Spanish,177,4,mn59mvZO0Op_Z-RvROgX6Q,0,2.72E-01
Spanish,18,3,DLvwMQNjhR1ewCmX_lnqgQ,0,1.74E-03
Spanish,2,4,LlIoIrGQFgrrutr3j5PS2Q,0,2.72E-01
Italian,1723,4,DoSU8IPq-Py_YV3kYmXPfQ,1,6.13E-01
Italian,1633,4,5TX0X8w5ssIACU_pnBEq6g,0,4.71E-01
Italian,1097,4,IErfGS0DASSJfYU73m0Sqg,1,6.20E-01
Italian,697,4,Ve6GVzzJpR5QIIPdcn6ViQ,1,6.10E-01
Italian,1972,4,OAqsZMbjv66nOMqlimnYuQ,1,6.49E-01
Italian,652,4,MOwB9YYd-Ko6nVgSB-ltQw,1,6.26E-01
Italian,202,4.5,z7H9ApIGopnDnQaglnPTzg,1,9.99E-01
Italian,2847,4,22nKUyCIbpnzR6R3_g1ptQ,1,5.86E-01
Italian,2391,3.5,QObHX0yR6zd0WfksRDbJTA,1,5.86E-01
Italian,41,4.5,WbkM29ZUAJtsatHEPBZtAQ,1,9.99E-01
Italian,364,4,zg9Jrtx9rqTXeaqufSOxHQ,0,3.97E-01
Italian,1287,4,V-FCEicobl5Su-R7EVJQNA,1,6.25E-01
Italian,128,4,TzVVPWK_4dhdSEpNqZwIhQ,1,5.20E-01
Italian,1535,4,WG639VkTjmK5dzydd1BBJA,0,4.71E-01
Italian,919,4,vjubSxmdG_HoBBgd39geBw,1,6.28E-01
Italian,776,4,LXdblKc5g1Dp17xiV-Am1w,0,4.45E-01
Italian,91,4.5,26emJlm1YMFyOCezfgVk4g,1,9.99E-01
Italian,663,4,04exhf1PZ79_Km9vHAzvfA,1,6.26E-01
Italian,489,4,AUifp6IDKzmorCM6vY2fug,1,6.45E-01
Italian,1048,4,16ZnHpuaaBt92XWeJHCC5A,1,5.78E-01
Italian,1613,4,raqwXUBlnc0e8c7CYmxEJQ,0,4.71E-01
Italian,1109,4,Vs8kQ4R381y27AH018gLpg,1,6.20E-01
Italian,254,4,JLpEKUYAtzBRQwsUL3RPIA,1,5.20E-01
Italian,201,4.5,R3gSQGB3aEmVpwbKIgOPqg,1,9.99E-01
Italian,184,4,yB4ziqFM_7V8JxJas7CHfA,1,5.20E-01
Italian,131,4,562aZEpTDdYKDe5hWuDyFA,1,5.20E-01
Italian,157,4.5,kr5fRwdHtVwPPwSJxm9Fkg,1,9.99E-01
Italian,111,4.5,Pu09oBx1ekEZiFt90PsSIw,1,9.99E-01
Italian,652,4,hdiuRS9sVZSMReZm4oV5SA,1,6.26E-01
Italian,487,4,dh5r9-SbN8xJ76XvnayWLQ,1,6.45E-01
Italian,294,4,WG8vi6huvU1PkpY_R3whlw,1,5.48E-01
Italian,672,4,V3USzFEGhuoXez4G2Rk11A,1,6.11E-01
Italian,251,4,0axnkZlDiQcJVc06DDXxGQ,1,5.20E-01
Italian,194,4,d15lwNLOlLSeaAYqPadntw,1,5.20E-01
Italian,46,5,mtmEa4vFYa764G97sqQ9dQ,1,5.20E-01
Italian,4841,4,a0IET3_yCFcO36OqGSsisg,1,5.86E-01
Italian,91,4,IIsJN_ilLI36zGAF3SMCCQ,1,5.20E-01
Italian,105,4.5,n-W54Fja1oW5u3gzYp9HwA,1,9.99E-01
Italian,493,4,faukkggAc_tuJ4THYlf4fg,1,6.49E-01
Italian,197,4,zjglOaCY8xQu3s2eKnLFzw,1,5.20E-01
Italian,299,4.5,f8ipr8Wdy1_wHhw7JgNqPQ,1,9.99E-01
Italian,594,4,goqTQ4tOD-asC_ZJBW9l7w,1,6.29E-01
Italian,209,4.5,f_1BjTChf6bobreSRpqhsw,1,9.99E-01
Italian,406,4,3o0W7asUgP7EEKn8iFWFyA,1,5.49E-01
Italian,457,4,ZVa3-O6LMxZXSpKG0J1h-w,1,5.61E-01
Italian,688,4,wZkZmjZEJDraLJgAalnHvA,1,6.10E-01
Italian,680,4,I2lgw_7DUnwD92ND4PN-Ow,1,6.11E-01
Italian,497,4,l7OsDvMOO3ji3fg0nT0QzA,1,6.13E-01
Italian,1345,4,yZJbealagfujEkgesAl2hA,1,6.25E-01
Italian,1052,4,mTWlEiCUEBlxBAkIikkB1A,1,6.18E-01
Italian,372,4.5,0Tvwk0hvgaY0QVIsZGTZKQ,1,9.99E-01
Italian,279,4,gyWc5qJRvu26LVQIShdR4Q,0,4.63E-01
Italian,1283,3.5,5Akss-swwfyoSVeIsDBbvw,1,6.25E-01
Italian,750,4,k5fd-RSdG4IuXnnGSQ5oOw,1,6.10E-01
Italian,162,4.5,vVVmHacu2YAxKfpIjhfd1g,1,9.99E-01
Italian,390,4,32VbG_XgkZIuye0PV-BxaA,1,5.11E-01
Italian,88,4.5,q3_FgDWWuXcVGiNuo_OPBQ,1,9.99E-01
Italian,782,4,J0OeDwmh5JBhid0A5GvltA,0,4.45E-01
Italian,966,4,KCBfW6sWl9Gx-LvMff08jg,1,5.78E-01
Italian,798,3.5,rJJiGJx3kfMAxtD7P7okHQ,0,4.45E-01
Italian,34,4.5,Fit_iIDn__NPVZpVlKFBFQ,1,9.99E-01
Italian,281,4.5,bdKc4CSJPv-XLgxVwrtPrg,1,9.99E-01
Italian,278,4,qBGKigOGn_flCx1apxPzlA,0,4.63E-01
Italian,597,4,Z67mgMkN3RfdPEX5mXsyYA,1,6.29E-01
Italian,428,4,XHhRAKq6DArQXYhkgvwaow,1,6.41E-01
Italian,282,4,xeC9vn3dxVVzAMR_aFwfXg,0,4.63E-01
Italian,62,4,yQ7K4uFnxXxpBVbnOSR8kA,1,5.20E-01
Italian,14,4.5,c4fhzEx1za54hrbkhZL5HA,1,9.99E-01
Italian,250,4,fuS39acPaRi38DhSSwEI4Q,1,5.20E-01
Italian,272,4,_3QRn51W3IoqBzc9fYet4Q,0,4.63E-01
Italian,140,4,JOvcJqD5eCFrGjFa6k7vpQ,1,5.20E-01
Italian,383,4.5,PajKY49h4SpvSr-TW3lwCQ,1,9.99E-01
Italian,519,4,ugIv_ylUdqRIlx6AD8lTJA,1,6.86E-01
Italian,120,4,tP7RR_9k9sDI2qGLlaaNNg,1,5.20E-01
Italian,84,4.5,r2nIYBSyXny1-7XvsL2PVg,1,9.99E-01
Italian,161,4,g-x0AcFbyiQDvnkeus0BLw,1,5.20E-01
Italian,289,4.5,15k7iqFbhf4h8L01yggLqg,1,9.99E-01
Italian,99,4,HSKcCmRFqzqG542Hy_eftw,1,5.20E-01
Italian,345,4,h4VCnZ2aZ33mdenS_ZI7jQ,0,3.97E-01
Italian,29,4.5,H_TGP2AgX3IUmzq8Aml79Q,1,9.99E-01
Italian,528,4,DI_FoHY84hfzTWwlzF76aw,1,6.86E-01
Italian,231,4.5,RXCCofQw1EjTcSN0ZeXfRA,1,9.99E-01
Italian,72,4.5,hDj_0pbi4mFR5p1H1w6igw,1,9.99E-01
Italian,129,4,ZUrGqOG2cetGI-KKXk3c2g,1,5.20E-01
Italian,205,4.5,hzPBADaUBQEL30MGrvKsww,1,9.99E-01
Italian,125,4,lgFApPVpbXnsIFw1CRJORw,1,5.20E-01
Italian,633,4,Q1_UvNyONsaVS_VC1mD9Dw,1,7.06E-01
Italian,1216,4,yi6jIxzHo-nbAOG4KWuqcw,1,5.68E-01
Italian,365,4,vZ5-JXlJS75k8wmPNS5U5w,0,3.97E-01
Italian,1421,4,pk89jzL1RsE9U0thf_z6tw,1,6.72E-01
Italian,185,4,rpVX-o82EEOX8ZDnM28a_Q,1,5.20E-01
Italian,139,4,o2SAcKbfOMkA71xUfyee6Q,1,5.20E-01
Italian,214,4,Be1Y-vAEMgo7lqL5alXgDA,1,5.20E-01
Italian,370,4,kIm0oeOaVfC9-2flLPVklA,0,3.97E-01
Italian,480,4,MphfKkYFEe0BDQ6hZ0A5fA,1,6.12E-01
Italian,1137,4,FKzpfWUpyupl4q74Jt8fTA,1,6.20E-01
Italian,67,4,FNxOWxts63oDRKwy9Pbfzw,1,5.20E-01
Italian,587,4,9iC39Z1YjZKbrrCANgzBXg,1,6.29E-01
Italian,780,4,dc3hkLkAqCSxDWQzrx-g9A,0,4.45E-01
Italian,117,4,IxwuIDcpRa7EpQs7V481Ww,1,5.20E-01
Italian,165,4,tCFhIU4xSN6b7dbg3ApafQ,1,5.20E-01
Italian,168,4,Zz-1pzGqrgParLQ_LzY0lw,1,5.20E-01
Italian,586,4,6Z5OWpaeGGazJHR4LfThsw,1,6.29E-01
Italian,381,4,uPe0efNw-uwPybeqccZ1zQ,0,3.97E-01
Italian,708,4,twHJyFgUSd7wzioKQjE7Jw,1,6.10E-01
Italian,58,4.5,aLM9irVFlNoVlS9dGuW_Lg,1,9.99E-01
Italian,253,3.5,C8Ctyq7pXOPESK8cz_X2CA,1,5.20E-01
Italian,63,4.5,Cm_knZN7W1MaFEp8MkBBSA,1,9.99E-01
Italian,441,3.5,v64bMLxutTS2MWIrywBczA,1,6.76E-01
Italian,549,4,lwfCl81r5a0mjxDNxNGC9w,1,6.13E-01
Italian,147,4,4eGCuMwKRCCrYHOobEsFpA,1,5.20E-01
Italian,56,4,M1DtTHfV7hstQypHpx9DqA,1,5.20E-01
Italian,563,4,3qIISjUYn1tbqHXi7nCLXg,1,6.13E-01
Italian,235,4,eWMuXtaBzf0H5u0Vf_zpjw,1,5.20E-01
Italian,170,4,BeE1tVTCmorm31fwXvX7Wg,1,5.20E-01
Italian,90,4,SHG9wQ5PfyXDgJDYkrPu7Q,1,5.20E-01
Italian,159,4.5,E5rmVdrCn-0uwD2M9nkXdw,1,9.99E-01
Italian,270,4,7EAj8VJX_DoKlZdCJBE4Pg,0,4.63E-01
Italian,127,4,ifIfq2EwEohCgoKnG68_LA,1,5.20E-01
Italian,100,4,0wzQPZvvbUqhD7D8JNkGZw,1,5.20E-01
Italian,848,4,yFtOtTd7ncSjFF3QavQ5cA,1,6.28E-01
Italian,249,4.5,xKIv_b2L2pUHmsoJ-xOepg,1,9.99E-01
Italian,180,4,iQo5aJwTL_ZrXCdPFKq-RA,1,5.20E-01
Italian,197,4,Dpn3cs2D-AfFAGDOTix8og,1,5.20E-01
Italian,306,4,aJJlY5xvqS180wtRIHEWqA,1,5.48E-01
Italian,862,4,TWH4MjLtN1fKlF-7n6YXHg,1,6.28E-01
Italian,144,4,4pVVwr83eAdQva81lY9ylA,1,5.20E-01
Italian,134,4,7S8g0G_Ndc3DS-kqsozq8Q,1,5.20E-01
Italian,190,4.5,RUfsaabXoeH_FDKS8ocWjA,1,9.99E-01
Italian,271,4,XfOa_KyrV7JSFJMOKckGMg,0,4.63E-01
Italian,106,4.5,MCnexHfsclcOpLHS4_2U0A,1,9.99E-01
Italian,237,4,lP4ynyBoeFPywLg78XkMmw,1,5.20E-01
Italian,104,4.5,qrcu1K6f8WGMODdq_A8unw,1,9.99E-01
Italian,98,4.5,JBthOvTegHbrLDiVaCAy5Q,1,9.99E-01
Italian,613,4,cnMNL1O_dVtCdTyQwwOwOQ,1,5.73E-01
Italian,92,4.5,h37t9rA06Sr4EetJjKrfzw,1,9.99E-01
Italian,227,4,QhRQE6nOMLd00kV2k-IsbQ,1,5.20E-01
Italian,2187,4,#NAME?,1,5.86E-01
Italian,206,4,C3OlQ_y5LcgboyaKlpETYA,1,5.20E-01
Italian,80,4,78TCGIG1eHMYdyvMpFdDbQ,1,5.20E-01
Italian,104,4.5,iV5yy8EbjsPoYWtjRhB61Q,1,9.99E-01
Italian,47,4,uRFXDG0vmjKQ39DlGVn0dg,1,5.20E-01
Italian,62,4.5,7Tu5l9UfWVi_v3m4TwJAxQ,1,9.99E-01
Italian,140,4,#NAME?,1,5.20E-01
Italian,31,4.5,T-RXDLq_VEv7s1_SooYIYQ,1,9.99E-01
Italian,229,4,l7Z0p-PkSwIDPLPY1TRl8A,1,5.20E-01
Italian,163,4,cBmZRsZmUfBg6eMPPM6ypA,1,5.20E-01
Italian,254,4,o5mMVFk4Hcpk2FuKfgTgdg,1,5.20E-01
Italian,301,4,d5ya04K-2A_hI3Xzqe1HeA,1,5.48E-01
Italian,202,4,b42PcC1nCP602fiXF0a9Xg,1,5.20E-01
Italian,218,4,v1M1HIQBVwYatEF_iOmedw,1,5.20E-01
Italian,336,3.5,hVqZ4vihjL1gFTD-KdX-Tw,0,3.97E-01
Italian,349,4,GZvelhGenbfJxc4_SG_RJw,0,3.97E-01
Italian,264,4.5,geNwD4ySIwA732eK2CvDZw,1,9.99E-01
Italian,27,4.5,1OQSFZYa7yqpVj6e4lf4lg,1,9.99E-01
Italian,186,4,0laCKZiHrdM_ZKdhTFbGgg,1,5.20E-01
Italian,855,4,xsQTIeq-WLkp4ParkTQpMQ,1,6.28E-01
